epoch;PSNR;loss;mean_squared_error;val_PSNR;val_loss;val_mean_squared_error
0;27.70212745666504;0.04765184223651886;0.015649840235710144;29.30206871032715;0.017362192273139954;0.001226863474585116
1;31.19459342956543;0.023002341389656067;0.0011281141778454185;32.30174255371094;0.008481445722281933;0.0006129321409389377
2;32.09910583496094;0.02032504975795746;0.0008171619265340269;31.08734893798828;0.011647122912108898;0.0008134190575219691
3;32.47031021118164;0.01905723102390766;0.0007409488898701966;32.030391693115234;0.007539612706750631;0.0006553269922733307
4;32.69070816040039;0.01841389760375023;0.000704609730746597;31.05653953552246;0.009869786910712719;0.0008214267436414957
5;32.90278244018555;0.017780067399144173;0.000668617314659059;32.7155876159668;0.013066194020211697;0.0005803662934340537
6;33.00355911254883;0.017436958849430084;0.0006550808320753276;31.833425521850586;0.009436586871743202;0.0006895016995258629
7;33.14124298095703;0.017214465886354446;0.0006375506054610014;31.386289596557617;0.009453161619603634;0.0007922250078991055
8;33.63346862792969;0.016135146841406822;0.0005661040777340531;31.769739151000977;0.00740697281435132;0.0006999499164521694
9;33.725616455078125;0.016015393659472466;0.0005563629674725235;30.643884658813477;0.009005366824567318;0.0009087917278520763
10;33.8015022277832;0.015870265662670135;0.0005442297551780939;32.990234375;0.005705819930881262;0.0005338102346286178
11;33.855445861816406;0.015828944742679596;0.0005402874085120857;29.59665870666504;0.010952338576316833;0.0011524048168212175
12;33.866905212402344;0.015745602548122406;0.0005380215006880462;32.059814453125;0.006791096646338701;0.0006577300955541432
13;33.89521789550781;0.01570121757686138;0.0005362768424674869;32.05833435058594;0.006796479690819979;0.000659144192468375
14;33.8972282409668;0.01569218374788761;0.0005357774789445102;33.934852600097656;0.005002434365451336;0.000435175170423463
15;33.986236572265625;0.015528718009591103;0.000527411641087383;32.46693801879883;0.005661969073116779;0.000602180021815002
16;33.94002151489258;0.01568124257028103;0.0005306351813487709;30.21707534790039;0.009385744109749794;0.0010023583890870214
17;33.972496032714844;0.015560735948383808;0.0005265739164315164;33.45998764038086;0.005299197509884834;0.0004818255838472396
18;34.02729797363281;0.015547080896794796;0.0005206992500461638;32.909912109375;0.005755679681897163;0.0005461840191856027
19;34.14122009277344;0.015378975309431553;0.0005097587127238512;33.57422637939453;0.004904057830572128;0.0004689331981353462
20;34.1619758605957;0.015362423844635487;0.0005038227536715567;32.4580192565918;0.005828322377055883;0.000602119485847652
21;34.156803131103516;0.015336362645030022;0.0005061272531747818;33.229339599609375;0.005305217579007149;0.0005072378553450108
22;34.16078186035156;0.015351745299994946;0.0005047256709076464;33.509891510009766;0.005024401471018791;0.0004771518288180232
23;34.17885208129883;0.015318591147661209;0.0005046973819844425;33.28807067871094;0.005006809253245592;0.0005023358971811831
24;34.18276596069336;0.015300466679036617;0.0005046274163760245;32.856895446777344;0.005578741896897554;0.0005507885362021625
25;34.215213775634766;0.01521903183311224;0.0004987606080248952;32.817649841308594;0.005621689837425947;0.0005562518490478396
26;34.22655487060547;0.015288515016436577;0.0004973995382897556;33.04499435424805;0.005422056652605534;0.0005279795732349157
27;34.22870635986328;0.01521055493503809;0.0004964631516486406;32.82732009887695;0.0055853622034192085;0.0005545387975871563
28;34.24169158935547;0.015202854759991169;0.0004937609774060547;33.303253173828125;0.005207856185734272;0.0004978766664862633
29;34.21860122680664;0.015263612382113934;0.0004992756876163185;33.13785171508789;0.005343093071132898;0.0005169431096874177
30;34.197113037109375;0.015303054824471474;0.0004998791846446693;33.1320915222168;0.005331083200871944;0.0005172041128389537
31;34.20878982543945;0.015298057347536087;0.0005011152825318277;33.14987564086914;0.005292591173201799;0.0005154538084752858
32;34.19432830810547;0.015358555130660534;0.0005002439138479531;32.99320602416992;0.005433135200291872;0.0005341862561181188
33;34.229801177978516;0.015261644497513771;0.0004992628819309175;32.94020080566406;0.005456419195979834;0.0005402325768955052
34;34.20331573486328;0.015287305228412151;0.0004996509524062276;33.111568450927734;0.00532288383692503;0.0005204930785112083
35;34.19991683959961;0.015311063267290592;0.0005001357640139759;33.05238723754883;0.005391189828515053;0.000527288531884551
36;34.21723937988281;0.015322516672313213;0.0004991844180040061;33.17736053466797;0.005300300661474466;0.0005124977906234562
37;34.23548126220703;0.015231737866997719;0.0004940240178257227;33.03171920776367;0.005423437338322401;0.0005292333080433309
38;34.21775436401367;0.015268886461853981;0.0005006180726923048;33.05928421020508;0.005417957436293364;0.0005262115737423301
39;34.2081184387207;0.015312304720282555;0.0005002378602512181;32.9326171875;0.005466213449835777;0.0005412363680079579
