epoch;loss;val_loss
0;0.0032839353661984205;0.0017582097789272666
1;0.0008845935808494687;0.0006769082974642515
2;0.0005605005426332355;0.00048171760863624513
3;0.0004088369896635413;0.00037514526047743857
4;0.00031308626057580113;0.00022754784731660038
5;0.0002480759867466986;0.00020048656733706594
6;0.00020610701176337898;0.00020570548076648265
7;0.000180562274181284;0.00047297176206484437
8;0.00015069822256918997;0.00018393377831671387
9;0.00013487799151334912;0.0003752538759727031
10;0.0001223243452841416;0.00018824602011591196
11;0.000114965601824224;0.0003942566108889878
12;0.00010650238982634619;0.0005117335822433233
13;9.936941205523908e-05;0.0004606162547133863
14;9.534450509818271e-05;0.0004391580878291279
15;9.356044756714255e-05;0.00019227071607019752
16;8.977682591648772e-05;0.00024027623294387013
17;8.431878814008087e-05;0.0002947071334347129
18;8.04966184659861e-05;0.0007749827345833182
19;7.926436956040561e-05;0.0002978107950184494
20;7.380741590168327e-05;0.00032541953260079026
21;7.544321124441922e-05;0.00025101672508753836
22;7.081578223733231e-05;0.00039557387935929
23;6.742281402694061e-05;0.0002077669050777331
