epoch;PSNR;loss;mean_squared_error;val_PSNR;val_loss;val_mean_squared_error
0;25.533214569091797;0.0629260465502739;0.0040473053231835365;28.08698081970215;0.029842834919691086;0.0016388824442401528
1;28.82046127319336;0.03135678544640541;0.0017090818146243691;30.711105346679688;0.0177223552018404;0.0009106008219532669
2;29.973922729492188;0.025255488231778145;0.0013930342392995954;30.63770294189453;0.011121587827801704;0.0009900154545903206
3;30.786462783813477;0.022249240428209305;0.0011453621555119753;27.192886352539062;0.017458556219935417;0.002029769355431199
4;31.78867530822754;0.019602475687861443;0.0007979167276062071;31.04936408996582;0.00900094024837017;0.0008697749581187963
5;32.29668426513672;0.017996985465288162;0.0007046275422908366;31.845502853393555;0.013004372827708721;0.0006987221422605217
6;32.616966247558594;0.017075344920158386;0.0006586139788851142;32.73326873779297;0.009379219263792038;0.00057120033307001
7;32.86920928955078;0.01636851765215397;0.0006248166901059449;31.35537338256836;0.0076665570959448814;0.0007796664140187204
8;33.09066390991211;0.015897676348686218;0.0005971078062430024;31.97418212890625;0.006097261793911457;0.0006834853556938469
9;33.213504791259766;0.015512139536440372;0.0005840079975314438;30.60175132751465;0.006973198149353266;0.0009398402762599289
10;33.37881851196289;0.01520317792892456;0.0005646893405355513;31.68658447265625;0.006822335533797741;0.0007250902708619833
11;33.49869155883789;0.014951792545616627;0.0005502533167600632;32.13410949707031;0.005880494602024555;0.0006572911515831947
12;33.647315979003906;0.014701773412525654;0.000534865481313318;30.6601619720459;0.00788650568574667;0.000956411415245384
13;33.704429626464844;0.014509083703160286;0.0005300479824654758;30.451683044433594;0.007044277153909206;0.000939396268222481
14;33.80449676513672;0.014361039735376835;0.0005195796256884933;31.269222259521484;0.007888905704021454;0.0007934108725748956
15;33.87331008911133;0.014178654178977013;0.0005145531613379717;32.26910400390625;0.005973171908408403;0.000632267096079886
16;34.58031463623047;0.012986049056053162;0.00045205012429505587;30.342220306396484;0.006631812546402216;0.0009798973333090544
17;34.665889739990234;0.012836629524827003;0.0004397552693262696;31.238378524780273;0.005188328213989735;0.0008044461719691753
18;34.67493438720703;0.01279623992741108;0.00044128141598775983;31.913923263549805;0.004705445375293493;0.0006892479141242802
19;34.6908073425293;0.012832480482757092;0.00043959743925370276;31.747941970825195;0.004823170602321625;0.0007097128545865417
20;34.7178840637207;0.012782425619661808;0.0004367444198578596;31.767059326171875;0.0047730025835335255;0.000708144623786211
21;34.74793243408203;0.01272132433950901;0.0004360766615718603;31.96532440185547;0.0043889558874070644;0.0006814249791204929
22;34.75959396362305;0.012661315500736237;0.00043386072502471507;31.661985397338867;0.0047855558805167675;0.0007261291611939669
23;34.77947235107422;0.012585844844579697;0.00043262980761937797;30.93239974975586;0.00526853371411562;0.0008716987213119864
24;34.821990966796875;0.0125731211155653;0.00042628083610907197;30.957870483398438;0.005335402674973011;0.000855180318467319
25;34.82061767578125;0.012553035281598568;0.00042923196451738477;30.32560157775879;0.005942362826317549;0.0009875264950096607
26;34.98725891113281;0.012391071766614914;0.00041355937719345093;31.764141082763672;0.004542424809187651;0.0007138392538763583
27;34.966670989990234;0.012409673072397709;0.0004170368774794042;31.518190383911133;0.004653379786759615;0.0007538876379840076
28;34.95559310913086;0.012427969835698605;0.0004184059798717499;31.671276092529297;0.004559052176773548;0.0007270463393069804
29;34.9980583190918;0.012350703589618206;0.0004130020388402045;31.52533531188965;0.0045466055162250996;0.000755671935621649
30;34.988311767578125;0.012376956641674042;0.00041624813457019627;31.415250778198242;0.004698225762695074;0.0007711953367106616
31;35.002262115478516;0.012347065843641758;0.00041344555211253464;31.54566192626953;0.004645667038857937;0.0007485456299036741
32;35.045230865478516;0.012338856235146523;0.0004128926375415176;31.47691535949707;0.004655316472053528;0.0007615204085595906
33;35.02528381347656;0.012309067882597446;0.00041224397136829793;31.486709594726562;0.004637131933122873;0.0007598267984576523
34;34.999202728271484;0.012360422872006893;0.00041708993376232684;31.484407424926758;0.004649557173252106;0.0007592089241370559
35;35.01209259033203;0.012346209958195686;0.0004142052785027772;31.485925674438477;0.004628490190953016;0.0007596559007652104
36;35.00053405761719;0.012356890365481377;0.0004145692801102996;31.42755889892578;0.004705578554421663;0.0007695970125496387
37;35.04623031616211;0.012311484664678574;0.0004107842978555709;31.418903350830078;0.004672166425734758;0.0007712030201219022
38;34.992942810058594;0.012388280592858791;0.00041537921060808003;31.436935424804688;0.0046829036436975;0.0007681575953029096
39;35.031524658203125;0.012312779203057289;0.0004120146040804684;31.42658042907715;0.004692431539297104;0.0007696690736338496
40;35.015499114990234;0.012406820431351662;0.00041107722790911794;31.53985595703125;0.0045937723480165005;0.0007505622343160212
41;35.01190948486328;0.012391365133225918;0.0004137505020480603;31.513437271118164;0.004620227962732315;0.0007545051630586386
