epoch;DSSIM;PSNR;loss;val_DSSIM;val_PSNR;val_loss
0;0.11263812333345413;25.789995193481445;0.004541739355772734;0.08176673203706741;21.228261947631836;0.008438285440206528
1;0.055616725236177444;28.36272430419922;0.0019486553501337767;0.05001094192266464;25.948719024658203;0.0030330128502100706
2;0.04650358855724335;29.258195877075195;0.001591634121723473;0.09234992414712906;27.501529693603516;0.0021208254620432854
3;0.04196600615978241;29.755111694335938;0.0014291214756667614;0.039002567529678345;28.119314193725586;0.0018665241077542305
4;0.03919423744082451;30.122522354125977;0.0013172895414754748;0.03513849154114723;28.277969360351562;0.0017769306432455778
5;0.03768797218799591;30.350351333618164;0.0012500662123784423;0.045032430440187454;27.19734001159668;0.0021945543121546507
6;0.03597816452383995;30.580530166625977;0.0011936480877920985;0.04976777732372284;26.0549259185791;0.002892740536481142
7;0.03490668907761574;30.729032516479492;0.0011560333659872413;0.02808719500899315;29.176441192626953;0.0014795243041589856
8;0.034323617815971375;30.824464797973633;0.0011318126926198602;0.07402985543012619;25.108386993408203;0.0036945452447980642
9;0.033675823360681534;30.91244888305664;0.001109349774196744;0.030760910362005234;32.181640625;0.0008184111211448908
10;0.03313888609409332;30.98320198059082;0.0010906762909144163;0.08534324169158936;29.71945571899414;0.0012737757060676813
11;0.03295743465423584;31.023235321044922;0.0010787495411932468;0.17165517807006836;23.589462280273438;0.004713532514870167
12;0.032611578702926636;31.072317123413086;0.0010697620455175638;0.02668672800064087;28.875913619995117;0.0016049762489274144
13;0.032315805554389954;31.110797882080078;0.0010558320209383965;0.04347793385386467;27.345914840698242;0.0020741396583616734
14;0.02648022770881653;32.32318878173828;0.0008143382146954536;0.020501624792814255;31.479265213012695;0.000865965848788619
15;0.02598612755537033;32.41087341308594;0.000771829450968653;0.01624460145831108;32.85010528564453;0.0006377510144375265
16;0.026003725826740265;32.38968276977539;0.0007675268570892513;0.016035543754696846;33.11127853393555;0.0006142041529528797
17;0.02589971013367176;32.421905517578125;0.0007546135457232594;0.019581595435738564;34.0293083190918;0.0004985691630281508
18;0.025717681273818016;32.46821975708008;0.0007451018900610507;0.02755230851471424;32.67763137817383;0.0006756060174666345
19;0.025725368410348892;32.450218200683594;0.0007448788965120912;0.021622246131300926;31.30479621887207;0.0008572285296395421
20;0.025700105354189873;32.455814361572266;0.000742981384973973;0.01627141796052456;32.232505798339844;0.0007134778425097466
21;0.02561778947710991;32.488468170166016;0.0007364518824033439;0.018255066126585007;31.873239517211914;0.0007547529530711472
22;0.024374142289161682;32.78676986694336;0.0006919919396750629;0.01214944664388895;34.20817565917969;0.0004666598979383707
23;0.024165283888578415;32.838626861572266;0.0006797999376431108;0.012125667184591293;34.117637634277344;0.00047333884867839515
24;0.024137400090694427;32.87444305419922;0.0006713269394822419;0.01341747771948576;33.304161071777344;0.0005563100567087531
25;0.024201178923249245;32.849937438964844;0.0006736598443239927;0.012564391829073429;34.009803771972656;0.00048279130714945495
26;0.024139422923326492;32.868988037109375;0.0006704633124172688;0.012573800049722195;34.37319564819336;0.0004398506716825068
27;0.024094440042972565;32.883182525634766;0.0006667791749350727;0.012753765098750591;33.743770599365234;0.0005024868296459317
28;0.024065524339675903;32.88180923461914;0.0006645312532782555;0.012873147614300251;34.42911148071289;0.0004339311853982508
29;0.02410738915205002;32.889122009277344;0.0006635406170971692;0.012046831659972668;34.94285202026367;0.0003918231523130089
30;0.02406902424991131;32.904579162597656;0.0006623764638788998;0.012564212083816528;34.07790756225586;0.00047196968807838857
31;0.023997284471988678;32.91508483886719;0.0006573110586032271;0.012109874747693539;35.04750442504883;0.000379228062229231
32;0.02400105446577072;32.91819381713867;0.0006566639640368521;0.012846773490309715;34.69633483886719;0.00040745444130152464
33;0.024059465155005455;32.9146842956543;0.0006573923747055233;0.01313278079032898;34.526519775390625;0.0004300082509871572
34;0.024006865918636322;32.92740249633789;0.0006576505838893354;0.012587281875312328;33.87612533569336;0.0004910161951556802
35;0.023981550708413124;32.94692611694336;0.0006519737653434277;0.013515660539269447;34.5052604675293;0.000421321572503075
36;0.023677799850702286;33.040306091308594;0.0006387647008523345;0.011903198435902596;34.68470001220703;0.0004060350183863193
37;0.02375299297273159;33.04922103881836;0.000637149962130934;0.011628648266196251;34.75296401977539;0.0004021728818770498
38;0.023805949836969376;33.044349670410156;0.0006368870381265879;0.011365039274096489;35.131675720214844;0.00037240987876430154
39;0.023792704567313194;33.04637908935547;0.0006380932754836977;0.011614850722253323;34.853515625;0.00039351562736555934
40;0.023785006254911423;33.05595016479492;0.0006369303446263075;0.0115650100633502;34.78109359741211;0.0003980809706263244
41;0.023782601580023766;33.067569732666016;0.0006353279459290206;0.011752140708267689;34.22285842895508;0.0004469399864319712
42;0.023837892338633537;33.05911636352539;0.0006351319025270641;0.01167730800807476;34.75437545776367;0.0004012942954432219
43;0.023753836750984192;33.090057373046875;0.0006311857141554356;0.011424795724451542;34.72247314453125;0.00040256601641885936
44;0.023744424805045128;33.089393615722656;0.0006302830297499895;0.011351648718118668;34.85748291015625;0.000392267043935135
45;0.023665616288781166;33.116111755371094;0.0006259980727918446;0.011478576809167862;34.736167907714844;0.00040183935198001564
46;0.023753253743052483;33.091915130615234;0.0006309967720881104;0.011489305645227432;34.74415588378906;0.00040074909338727593
47;0.02373875118792057;33.09886932373047;0.0006285361014306545;0.01147755328565836;34.72629165649414;0.00040208373684436083
48;0.023692108690738678;33.1104621887207;0.0006251945160329342;0.011516714468598366;34.70064926147461;0.00040455901762470603
49;0.023716367781162262;33.100730895996094;0.0006309682503342628;0.011347544379532337;34.884033203125;0.00038999380194582045
50;0.023798292502760887;33.08960723876953;0.0006302124820649624;0.011339250952005386;34.861141204833984;0.00039211849798448384
51;0.023748764768242836;33.09457015991211;0.0006292742327786982;0.011475328356027603;34.75434875488281;0.0004004315414931625
52;0.023655394092202187;33.10408401489258;0.000628888898063451;0.011412191204726696;34.80072784423828;0.00039681533235125244
53;0.023743843659758568;33.10342025756836;0.0006304557318799198;0.011398717761039734;34.820621490478516;0.00039506983011960983
