epoch;PSNR;loss;mean_squared_error;val_PSNR;val_loss;val_mean_squared_error
0;29.008893966674805;0.039733611047267914;0.0029034989420324564;32.08241271972656;0.03077661618590355;0.0006578612956218421
1;31.6760196685791;0.021603137254714966;0.0010610459139570594;32.08859634399414;0.01017141155898571;0.0006585157243534923
2;32.84951400756836;0.018595628440380096;0.0006688302964903414;36.56476593017578;0.004657687619328499;0.00024249032139778137
3;33.3100471496582;0.017261305823922157;0.0005940569681115448;39.0886116027832;0.004026615060865879;0.0001337922440143302
4;33.58378601074219;0.01641171984374523;0.0005597290582954884;35.9776496887207;0.016169380396604538;0.00028581780497916043
5;33.741451263427734;0.015964139252901077;0.0005435002385638654;36.51939392089844;0.003945712931454182;0.000260277563938871
6;33.9240837097168;0.01562836766242981;0.0005218152073211968;35.06390380859375;0.0037770953495055437;0.00035190023481845856
7;34.07069778442383;0.015303493477404118;0.0005067536258138716;40.00703811645508;0.003979078494012356;0.00010788869258249179
8;34.16490173339844;0.015044361352920532;0.0004958040663041174;35.6057243347168;0.005265500396490097;0.00029473190079443157
9;34.24422836303711;0.014917374588549137;0.000490557576995343;38.46123504638672;0.003211729461327195;0.0001651341444812715
10;34.32731628417969;0.014733503572642803;0.00048230632091872394;40.15230178833008;0.0035027647390961647;0.00010904031660174951
11;34.37080383300781;0.014631936326622963;0.0004759657313115895;39.66505432128906;0.002549185650423169;0.00012259575305506587
12;34.4657096862793;0.01448378711938858;0.00046705210115760565;40.041744232177734;0.0022738317493349314;0.00011372132576070726
13;34.50519561767578;0.014422978274524212;0.00046436890261247754;36.906036376953125;0.0060986485332250595;0.00022671946499031037
14;34.52778625488281;0.014373003505170345;0.00046231807209551334;40.489967346191406;0.003125109476968646;9.8222735687159e-05
15;34.60908889770508;0.014228614047169685;0.0004543711547739804;41.421993255615234;0.002181527204811573;7.809879025444388e-05
16;34.624263763427734;0.014186559244990349;0.000455264700576663;41.2180061340332;0.002516551874577999;8.377608901355416e-05
17;34.65769958496094;0.01409549918025732;0.0004492911684792489;40.42645263671875;0.0025806480553001165;0.00010660183033905923
18;34.720787048339844;0.013997381553053856;0.0004447538231033832;39.74018478393555;0.0037376410327851772;0.00011469861055957153
19;34.74531936645508;0.013937664218246937;0.00043988911784254014;41.065616607666016;0.0023688077926635742;8.810557483229786e-05
20;35.18655014038086;0.013317233882844448;0.0004068420676048845;39.99015808105469;0.002040690276771784;0.0001125740454881452
21;35.230342864990234;0.013284943997859955;0.0004037839244119823;40.44951629638672;0.0017840133514255285;0.00010318735439796001
22;35.249916076660156;0.01327777374535799;0.00040252553299069405;40.70948028564453;0.001731031108647585;9.805661829886958e-05
23;35.23306655883789;0.013303877785801888;0.00040174240712076426;39.61293029785156;0.001834651455283165;0.00012193895236123353
24;35.27423858642578;0.013181816786527634;0.00039903068682178855;41.05860900878906;0.0018819763790816069;8.872358739608899e-05
25;35.284114837646484;0.01316953543573618;0.0003966360236518085;39.06339645385742;0.0019791866652667522;0.00014500791439786553
26;35.29207992553711;0.013186905533075333;0.00039828330045565963;40.520626068115234;0.001832743058912456;0.00010404995555290952
27;35.391868591308594;0.013033612631261349;0.00039177926373668015;41.47039794921875;0.001507506356574595;8.123683801386505e-05
28;35.3985595703125;0.013066509738564491;0.0003889415820594877;41.210453033447266;0.0015219412744045258;8.646680362289771e-05
29;35.3799934387207;0.013066653162240982;0.00039337959606200457;41.34859848022461;0.0015423245495185256;8.426052227150649e-05
30;35.36043930053711;0.013125727884471416;0.0003954916028305888;40.66877365112305;0.0016529439017176628;9.771652548806742e-05
31;35.416229248046875;0.013033544644713402;0.00038973474875092506;41.027130126953125;0.0015300873201340437;8.930307376431301e-05
32;35.4315299987793;0.01300655584782362;0.0003900700539816171;41.370906829833984;0.0015372541965916753;8.414650073973462e-05
33;35.37565231323242;0.013156834058463573;0.0003937025321647525;41.22540283203125;0.0015369061147794127;8.632941171526909e-05
34;35.41138458251953;0.01302646566182375;0.0003900296287611127;41.27275848388672;0.0015349398599937558;8.550599159207195e-05
35;35.437191009521484;0.013000430539250374;0.00038718184805475175;41.28142547607422;0.001536164665594697;8.524624718120322e-05
36;35.41591262817383;0.013058199547231197;0.0003890936786774546;41.45240783691406;0.0015148938400670886;8.18940534372814e-05
37;35.43001174926758;0.013024231418967247;0.00038581324042752385;41.20615768432617;0.001543950755149126;8.679559687152505e-05
38;35.40715026855469;0.013070524670183659;0.0003902892058249563;41.2647590637207;0.0015335220377892256;8.558515401091427e-05
39;35.418663024902344;0.013066465966403484;0.00038842813228257;41.2957878112793;0.0015347277512773871;8.495424117427319e-05
40;35.40840148925781;0.01308375783264637;0.0003891533997375518;41.39460372924805;0.0015140953473746777;8.300846820930019e-05
41;35.38535690307617;0.013115417212247849;0.00039398542139679193;41.22017288208008;0.001548029133118689;8.662972686579451e-05
42;35.434791564941406;0.013033714145421982;0.0003860858269035816;41.26384735107422;0.0015325767453759909;8.548444748157635e-05
43;35.43517303466797;0.012978806160390377;0.0003884478937834501;41.290870666503906;0.0015238133491948247;8.493292989442125e-05
44;35.39025115966797;0.013098633848130703;0.0003899860894307494;41.302242279052734;0.0015280358493328094;8.485047146677971e-05
45;35.454341888427734;0.01300053857266903;0.0003854305832646787;41.46588897705078;0.0015133809065446258;8.18007902125828e-05
46;35.41254806518555;0.01306562963873148;0.00039082232979126275;41.48878860473633;0.0015036173863336444;8.122358121909201e-05
47;35.42661666870117;0.013077856041491032;0.0003908909566234797;41.33964157104492;0.0015252198791131377;8.406401320826262e-05
