epoch;loss;val_loss
0;0.0034719384275376797;0.0019247166346758604
1;0.0010327862109988928;0.001428604475222528
2;0.0007473975419998169;0.0008964426233433187
3;0.0005977931432425976;0.0013022767379879951
4;0.0005069759208709002;0.0009794044308364391
5;0.0004299679712858051;0.0006289806915447116
6;0.0003738415543921292;0.0005020779208280146
7;0.0003283000842202455;0.0004288183699827641
8;0.0002948467736132443;0.0004604352288879454
9;0.0002639218291733414;0.0010465170489624143
10;0.00024380824470426887;0.0007397073204629123
11;0.00022499366605188698;0.00020751447300426662
12;0.00020511189359240234;0.0002426581340841949
13;0.00019024679204449058;0.00028188020223751664
14;0.00017903312982525676;0.0002271739940624684
15;0.00017133480287157;0.00027976426645182073
16;0.00015789439203217626;0.00023950643662828952
17;0.0001488032576162368;0.00020500010577961802
18;0.00014536204980686307;0.0002262597845401615
19;0.00013677880633622408;0.00017746922094374895
20;0.00013070354179944843;0.0002305036032339558
21;0.0001248783228220418;0.00011110933701274917
22;0.00012293673353269696;0.00014158667181618512
23;0.00011726107186404988;0.0004181872645858675
24;0.00011643955804174766;0.00013951108849141747
25;0.00011223022738704458;0.00025824515614658594
26;0.00010927138646366075;0.00011448834993643686
27;0.00010845818178495392;0.00021118596487212926
28;0.00010450467379996553;0.00017973475041799247
29;0.00010134261538041756;0.00017476864741183817
30;9.830172348301858e-05;0.00012468216300476342
31;9.784176654648036e-05;0.0001715483085718006
