epoch;loss;val_loss
0;0.0040036579594016075;0.0021464689634740353
1;0.0012802627170458436;0.0016525539103895426
2;0.0009493354591540992;0.0009388382895849645
3;0.0008230496314354241;0.0008106175810098648
4;0.0007488260162062943;0.0011484691640362144
5;0.0006824988522566855;0.0007719011628068984
6;0.0006382388528436422;0.0007382701733149588
7;0.0006076220888644457;0.0006685234839096665
8;0.0005750479176640511;0.0009801341220736504
9;0.000540685374289751;0.0011461613466963172
10;0.0005228195223025978;0.0009087679791264236
11;0.0005061557167209685;0.0006231681909412146
12;0.0004956064512953162;0.0010181553661823273
13;0.00048376398626714945;0.000660090590827167
14;0.0004707643820438534;0.0006867583724670112
15;0.00046385006862692535;0.0010525424731895328
16;0.0002779777569230646;0.0003352277271915227
17;0.00025518645998090506;0.00033212758717127144
18;0.0002454221830703318;0.0003294695634394884
19;0.00023989300825633109;0.0002684590872377157
20;0.0002367010893067345;0.0002655949501786381
21;0.0002334254968445748;0.0005095333908684552
22;0.00023341756605077535;0.0004379988822620362
23;0.00023052349570207298;0.000331252405885607
24;0.00022818554134573787;0.0003841950965579599
25;0.00019790796795859933;0.0001842819037847221
26;0.00019549908756744117;0.00018828098836820573
27;0.00019264996808487922;0.00019873578276019543
28;0.0001881205098470673;0.0001982915127882734
29;0.0001818738819565624;0.00018892399384640157
30;0.0001725098118185997;0.00015065900515764952
31;0.00017109140753746033;0.00014482985716313124
32;0.00016923077055253088;0.00014088656462263316
33;0.00016523302474524826;0.0001420718035660684
34;0.00016377167776226997;0.00013358161959331483
35;0.0001593804481672123;0.00013390772801358253
36;0.0001540736120659858;0.00012680907093454152
37;0.0001507678534835577;0.00012691054143942893
38;0.00015031971270218492;0.00013083154044579715
39;0.00015019888815004379;0.00012194024020573124
40;0.00014810485299676657;0.00012118178710807115
41;0.00014864312834106386;0.00012077396968379617
42;0.00014623624156229198;0.00011957983224419877
43;0.00014492696209345013;0.00012461574806366116
44;0.000146688602399081;0.00012104313645977527
45;0.0001464974629925564;0.0001186495428555645
46;0.00014302515774033964;0.00012434514064807445
47;0.00014385842951014638;0.0001235460367752239
48;0.00014368373376782984;0.00011986523168161511
49;0.00014144252054393291;0.00011760533379856497
50;0.0001427739771315828;0.00011602056474657729
51;0.00014070882753003389;0.00011982912110397592
52;0.00014225266932044178;0.00011961285781580955
53;0.0001434597506886348;0.00011910462490050122
54;0.00014006716082803905;0.00011555170931387693
55;0.00013959013449493796;0.00011593865201575682
56;0.00013910105917602777;0.00011699004244292155
57;0.00013920015771873295;0.00011879453086294234
58;0.0001387752708978951;0.00011392843589419499
59;0.00013956023030914366;0.00011782399087678641
60;0.00013785221381112933;0.0001194164069602266
61;0.00014049239689484239;0.00011510420154081658
62;0.00013681998825632036;0.00011347193503752351
63;0.00013695920642931014;0.00011411309242248535
64;0.0001381972397211939;0.0001121282548410818
65;0.00013560830848291516;0.0001144256821135059
66;0.00013734311505686492;0.0001178980601252988
67;0.00013745033356826752;0.00011314711446175352
68;0.0001360848982585594;0.00011365067621227354
69;0.00013567534915637225;0.00010998324432875961
70;0.00013457170280162245;0.00011002531391568482
71;0.00013442931231111288;0.00011043075937777758
72;0.00013314573152456433;0.00010975621989928186
73;0.00013576300989370793;0.00011056441144319251
74;0.00013351227971725166;0.00011041210382245481
75;0.00013485210365615785;0.00010971996380249038
76;0.00013570504961535335;0.00011006848217220977
