epoch;loss;val_loss
0;0.5516250133514404;0.5335888862609863
1;0.526970386505127;0.526760458946228
2;0.5219747424125671;0.5244322419166565
3;0.5186488032341003;0.5220239758491516
4;0.516213595867157;0.520048201084137
5;0.5143550038337708;0.5189290046691895
6;0.5128771066665649;0.517276406288147
7;0.5116877555847168;0.5134909749031067
8;0.5106988549232483;0.5111438035964966
9;0.5098421573638916;0.5130240321159363
10;0.5090635418891907;0.5117954015731812
11;0.508441150188446;0.5103692412376404
12;0.5078506469726562;0.5102810859680176
13;0.5073524117469788;0.5098177790641785
14;0.5068801641464233;0.5097580552101135
15;0.5064936280250549;0.5096642971038818
16;0.5060650706291199;0.5084225535392761
17;0.5057119131088257;0.5109850168228149
18;0.5053930282592773;0.5069856643676758
19;0.5050867199897766;0.5081642270088196
20;0.5047537088394165;0.5058033466339111
21;0.50450599193573;0.5064920783042908
22;0.5042469501495361;0.5070487260818481
23;0.5040156841278076;0.5069778561592102
24;0.5037833452224731;0.508404552936554
25;0.5036023855209351;0.5064420104026794
26;0.5033547282218933;0.5052938461303711
27;0.5031724572181702;0.5067717432975769
28;0.5030208230018616;0.5059018731117249
29;0.5028911828994751;0.5052847266197205
30;0.5027092695236206;0.5042306184768677
31;0.5025833249092102;0.5059998631477356
32;0.5024357438087463;0.505561113357544
33;0.5023072957992554;0.5043457746505737
34;0.5021559000015259;0.5045071244239807
35;0.502087414264679;0.5035892128944397
36;0.5019334554672241;0.5026254057884216
37;0.5018129348754883;0.5034341812133789
38;0.5017107725143433;0.5057833790779114
39;0.5016158223152161;0.5029457211494446
40;0.5015064477920532;0.5053438544273376
41;0.5014194250106812;0.502493143081665
42;0.5013319849967957;0.5022463798522949
43;0.5012542009353638;0.5022726655006409
44;0.501152753829956;0.5026590824127197
45;0.5010508298873901;0.5045619010925293
46;0.500977635383606;0.5028706789016724
47;0.5009332299232483;0.5027190446853638
48;0.5008030533790588;0.5028797388076782
49;0.5007532835006714;0.5031465888023376
50;0.500729501247406;0.5019358992576599
51;0.5005586743354797;0.5026299953460693
52;0.5005836486816406;0.5023978352546692
53;0.5004625916481018;0.5019358396530151
54;0.5004305243492126;0.5037348866462708
55;0.5003618001937866;0.5014053583145142
56;0.5003102421760559;0.5035437941551208
57;0.5002489686012268;0.5020061731338501
58;0.5002201795578003;0.5019505620002747
59;0.5001540780067444;0.5012300610542297
60;0.5000820159912109;0.5025095343589783
61;0.5000420212745667;0.5018059015274048
62;0.5000002980232239;0.5016986727714539
63;0.4999261200428009;0.5008252263069153
64;0.49993154406547546;0.501410186290741
65;0.499896377325058;0.5010663866996765
66;0.4998221695423126;0.5016118288040161
67;0.4997865855693817;0.5017704367637634
68;0.49973517656326294;0.501552939414978
69;0.4997156858444214;0.5007166266441345
70;0.4996749460697174;0.5010052919387817
71;0.4996209144592285;0.5006982684135437
72;0.4995960593223572;0.5013290643692017
73;0.4995896816253662;0.501042366027832
74;0.49951934814453125;0.502172589302063
75;0.49950894713401794;0.500725269317627
76;0.49943119287490845;0.5010504722595215
77;0.4994523227214813;0.5008701086044312
78;0.4993956983089447;0.5007843971252441
79;0.4993797242641449;0.5000776052474976
80;0.49928995966911316;0.500329315662384
81;0.4993576407432556;0.500988781452179
82;0.499278724193573;0.5003629326820374
83;0.4992411136627197;0.5011405944824219
84;0.49923738837242126;0.5014573931694031
85;0.4991496503353119;0.5010180473327637
86;0.4991551339626312;0.49966469407081604
87;0.49915453791618347;0.5007402300834656
88;0.4990811049938202;0.49973025918006897
89;0.4991030991077423;0.5009494423866272
90;0.49906548857688904;0.4996168315410614
91;0.49901989102363586;0.5015667080879211
92;0.4990239143371582;0.5004429817199707
93;0.49899381399154663;0.5001084208488464
94;0.49892550706863403;0.5002676844596863
95;0.4989376366138458;0.49977588653564453
96;0.4989243149757385;0.5000039935112
97;0.49892759323120117;0.4997873902320862
98;0.49884507060050964;0.4997616708278656
99;0.49881991744041443;0.4991777539253235
