epoch;loss;val_loss
0;0.0026008961722254753;0.0009477248531766236
1;0.0008173082605935633;0.0006339307874441147
2;0.0005508055910468102;0.0004103727696929127
3;0.0004079301143065095;0.0003500891907606274
4;0.0003478338767308742;0.0004280782013665885
5;0.0002885547582991421;0.0002458895032759756
6;0.00025165508850477636;0.00018024937890004367
7;0.00022173795150592923;0.0001467474940000102
8;0.0001930855360114947;0.00016147340647876263
9;0.00017781549831852317;0.0001279710268136114
10;0.00016083847731351852;0.00010721199214458466
11;0.00014882296090945601;0.0001513049501227215
12;0.00014190998626872897;9.197952022077516e-05
13;0.00013538468920160085;7.575193012598902e-05
14;0.0001241359714185819;7.200831169029698e-05
15;0.00011410230217734352;7.012187415966764e-05
16;0.0001070558573701419;5.379867798183113e-05
17;0.00010152272443519905;0.00019133920432068408
18;9.693606989458203e-05;0.00011916829680558294
19;9.171303827315569e-05;5.360514114727266e-05
20;8.929318573791534e-05;0.00023458486248273402
21;8.521945710526779e-05;8.317115134559572e-05
22;8.112777868518606e-05;3.924715201719664e-05
23;7.912136061349884e-05;6.359368853736669e-05
24;7.970935985213146e-05;4.105605330551043e-05
25;7.462674693670124e-05;4.6621957153547555e-05
26;7.469970296369866e-05;0.00021335692144930363
27;7.283595186891034e-05;0.0001665428135311231
28;7.049318810459226e-05;9.706179116619751e-05
29;7.085155084496364e-05;6.967917579459026e-05
30;6.797416426707059e-05;5.303849320625886e-05
31;6.554691208293661e-05;9.285929991165176e-05
32;6.808636680943891e-05;4.711996007245034e-05
